ID,Country,age,gender,ses,jobnature,religion,married,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,EXPBCL01,EXPBCL02,EXPBCL03,EXPBBL01,EXPBBL02,EXPBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,history_discrimination,og_hostility,og_cooperation,fight_outgroup,imagistic,Event_positive_affect,Event_negative_affect,Event_episodic_recall,Event_shared_perception,Event_event_reflection,Event_transformative_indiv,Event_transformative_group,bbl,bcl,igfusion,igidentification,ogbonds,empathic_concern,perspective_taking,Event_reflection,Event_imagistic,BCL,BBL,Ingroup_fusion,Ingroup_identification,Outgroup_bonds,Age,Gender: ,SES: ,Empathic_concern,Perspective_taking,Perceived_discrimination,OG_hostility,OG_cooperation,Fight_OG
TZA247,Tanzania,27,Male,Middle,Non-government,Christian: Other,Unmarried,1,7,1,7,7,7,2,1,1,1,1,1,7,7,7,5,7,5,7,7,7,2,3,2,7,7,2,7,7,7,7,1,3.5,3.5,1,36.5,7,1,7,4,6.5,4,7,5.66666666666667,7,3,7,1.16666666666667,5.33333333333333,7,6.5,36.5,7,5.66666666666667,3,7,1.16666666666667,27,Male,Middle,5.33333333333333,7,1,3.5,3.5,1
TZA248,Tanzania,80,Male,Lower middle,Self-employed,Muslim: Shia,Other,7,6,7,7,7,6,5,3,4,1,1,2,2,2,2,2,6,6,4,4,4,1,1,4,7,6,3,6,7,5,6,7,1,4,1,35,1,7,7,5,5,4,6,4.66666666666667,2,6.66666666666667,6.66666666666667,2.66666666666667,5.33333333333333,6,5,35,2,4.66666666666667,6.66666666666667,6.66666666666667,2.66666666666667,80,Male,Lower middle,5.33333333333333,6,7,1,4,1
TZA249,Tanzania,63,Male,Middle,Government,Christian: Catholic,Married,7,6,6,6,6,7,2,2,2,6,2,2,7,7,7,3,7,6,6,5,2,3,4,4,7,7,7,6,5,6,5,1,1,7,1,34.5,1,7,7,3.5,5,5.5,5.5,5.33333333333333,7,6.33333333333333,6.33333333333333,2.66666666666667,7,5.5,5,34.5,7,5.33333333333333,6.33333333333333,6.33333333333333,2.66666666666667,63,Male,Middle,7,5.5,1,1,7,1
TZA25,Tanzania,42,Female,Middle,Government,Christian: Catholic,Married,6,7,3,7,5,6,2,7,5,5,7,6,7,5,6,7,3,5,5,6,2,6,7,,6,3,2,6,7,3,6,6,3.5,6,7,37.5,5,7,6.5,4,4.5,5.5,5,5,6,5.33333333333333,6,5.33333333333333,3.66666666666667,5.5,4.5,37.5,6,5,5.33333333333333,6,5.33333333333333,42,Female,Middle,3.66666666666667,5.5,6,3.5,6,7
TZA250,Tanzania,30,Male,Middle,Self-employed,Christian: Catholic,Unmarried,6,5,5,6,6,5,6,3,6,6,6,5,6,1,6,5,5,6,6,6,5,4,6,5,7,7,7,7,6,6,1,1,1,7,2,38,7,1,7,6.5,6,4,6.5,5.33333333333333,4.33333333333333,5.33333333333333,5.66666666666667,5.33333333333333,7,5,6,38,4.33333333333333,5.33333333333333,5.33333333333333,5.66666666666667,5.33333333333333,30,Male,Middle,7,5,1,1,7,2
TZA251,Tanzania,42,Male,,Government,Christian: Catholic,Other,7,7,7,7,7,7,7,2,7,1,3,2,7,7,7,7,7,7,7,6,5,4,5,7,7,7,6,5,5,6,7,1,1,6.5,1,32.5,1,7,6.5,5,1.5,6.5,5,7,7,7,7,3.66666666666667,6.66666666666667,5.75,1.5,32.5,7,7,7,7,3.66666666666667,42,Male,,6.66666666666667,5.75,1,1,6.5,1
TZA252,Tanzania,40,Male,Middle,Government,Christian: Catholic,Married,2,6,7,6,4,6,7,7,5,7,5,6,7,6,7,5,6,7,7,5,6,5,6,7,7,7,7,7,7,7,7,2,3.5,7,1,37,1,7,7,6,6,4,6,6,6.66666666666667,5,5.33333333333333,6.16666666666667,7,7,6,37,6.66666666666667,6,5,5.33333333333333,6.16666666666667,40,Male,Middle,7,7,2,3.5,7,1
TZA253,Tanzania,35,Male,Middle,Government,Christian: Other,Unmarried,6,7,7,7,7,5,6,6,7,7,6,6,7,7,7,6,6,7,6,6,7,7,7,7,6,1,7,7,6,6,7,7,7,7,7,43,7,6,7,4.5,5.5,6.5,6.5,6.33333333333333,7,6.66666666666667,6.33333333333333,6.33333333333333,4.66666666666667,6.5,5.5,43,7,6.33333333333333,6.66666666666667,6.33333333333333,6.33333333333333,35,Male,Middle,4.66666666666667,6.5,7,7,7,7
TZA254,Tanzania,36,Male,Middle,,Muslim: Shia,Married,7,7,7,6,6,7,2,2,2,1,1,1,6,2,2,5,5,6,2,1,3,4,4,4,7,7,7,7,7,6,6,1,1,7,2,34.5,1,7,6,4,6.5,5.5,4.5,5.33333333333333,3.33333333333333,7,6.33333333333333,1.5,7,6.5,6.5,34.5,3.33333333333333,5.33333333333333,7,6.33333333333333,1.5,36,Male,Middle,7,6.5,1,1,7,2
TZA255,Tanzania,,,,Self-employed,Christian: Catholic,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA256,Tanzania,84,Male,Lower middle,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Male,Lower middle,,,,,,
TZA257,Tanzania,,,,,,Other,7,7,6,7,7,7,1,7,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,7,1,29.5,7,1,7,3,4.5,5,2,,,6.66666666666667,7,2,,,4.5,29.5,,,6.66666666666667,7,2,,,,,,1,1,7,1
TZA258,Tanzania,,,,,,Other,,,,,,,,,,,,,7,6,7,1,5,1,6,6,5,2,2,2,7,6,7,6,5,5,5,1,1.5,7,2,,,,,,,,,2.33333333333333,6.66666666666667,,,,6.66666666666667,5.25,,,6.66666666666667,2.33333333333333,,,,,,,6.66666666666667,5.25,1,1.5,7,2
TZA259,Tanzania,,,,Self-employed,Christian: Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA26,Tanzania,,Female,Upper middle,Government,Christian: Catholic,Married,6,5,7,7,5,6,6,7,5,5,6,7,6,5,6,7,5,6,5,6,7,5,6,,6,3,3,5,6,5,6,5,6.5,6.5,5,42.5,7,6,5.5,6,6,5.5,6.5,6,5.66666666666667,6,6,6,4,5.5,6,42.5,5.66666666666667,6,6,6,6,,Female,Upper middle,4,5.5,5,6.5,6.5,5
TZA260,Tanzania,,,,Self-employed,Muslim: Shia,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA261,Tanzania,,,,,,Other,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,7,7,7,7,6,5,7,1,1,7,1,,,,,,,,,,,7,7,7,7,6.25,,,,,7,7,7,,,,7,6.25,1,1,7,1
TZA262,Tanzania,,,,,,Other,7,7,7,6,6,6,3,2,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4.66666666666667,,,,,,,7,6,4.66666666666667,,,,,,,,,
TZA263,Tanzania,25,Male,Middle,,,Unmarried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Male,Middle,,,,,,
TZA264,Tanzania,25,Male,Middle,,,Unmarried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Male,Middle,,,,,,
TZA265,Tanzania,,,,,,Other,7,7,7,6,6,6,3,2,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4.66666666666667,,,,,,,7,6,4.66666666666667,,,,,,,,,
TZA266,Tanzania,,,,,,Other,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,7,7,7,7,6,5,7,1,1,7,1,,,,,,,,,,,7,7,7,7,6.25,,,,,7,7,7,,,,7,6.25,1,1,7,1
TZA267,Tanzania,,,,Self-employed,Muslim: Shia,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA268,Tanzania,,,,Self-employed,Christian: Other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA269,Tanzania,,,,,,Other,7,7,6,7,7,7,1,7,1,1,1,1,7,6,7,1,5,1,6,6,5,2,2,2,7,6,7,6,5,5,5,1,1.5,7,2,29.5,7,1,7,3,4.5,5,2,2.33333333333333,6.66666666666667,6.66666666666667,7,2,6.66666666666667,5.25,4.5,29.5,6.66666666666667,2.33333333333333,6.66666666666667,7,2,,,,6.66666666666667,5.25,1,1.5,7,2
TZA27,Tanzania,18,Female,Middle,Government,Christian: Catholic,Unmarried,7,7,7,7,7,7,5,5,3,6,3,3,7,2,3,7,,6,2,2,2,6,7,,5,5,7,6,7,7,6,5,4,6,2,,7,1,6.5,4,3,,6,,4,7,7,4.16666666666667,5.66666666666667,6.5,3,,4,,7,7,4.16666666666667,18,Female,Middle,5.66666666666667,6.5,5,4,6,2
TZA270,Tanzania,84,Male,Lower middle,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,84,Male,Lower middle,,,1,1,7,1
TZA271,Tanzania,36,Male,Middle,Self-employed,Christian: Catholic,Married,7,7,7,6,6,7,2,2,2,1,1,1,6,2,2,5,5,6,2,1,3,4,4,4,7,7,7,7,7,6,6,1,1,7,2,34.5,1,7,6,4,6.5,5.5,4.5,5.33333333333333,3.33333333333333,7,6.33333333333333,1.5,7,6.5,6.5,34.5,3.33333333333333,5.33333333333333,7,6.33333333333333,1.5,36,Male,Middle,7,6.5,1,1,7,2
TZA272,Tanzania,,,,Government,Muslim: Shia,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA273,Tanzania,43,Male,Lower middle,Self-employed,Christian: Catholic,Unmarried,7,7,7,7,7,7,6,6,7,4,5,6,7,7,7,7,7,7,6,7,5,4,6,5,7,7,7,7,7,7,5,1,1,7,1,32.5,1,7,7,2,6,7,2.5,7,7,7,7,5.66666666666667,7,6.5,6,32.5,7,7,7,7,5.66666666666667,43,Male,Lower middle,7,6.5,1,1,7,1
TZA274,Tanzania,37,Male,Upper middle,Self-employed,Muslim: Sunni,Married,7,7,7,7,7,7,2,2,2,2,2,2,6,2,2,6,5,5,4,1,4,4,4,4,7,7,7,7,7,7,7,2,2,7,2,38.5,1,7,7,7,7,4.5,5,5.33333333333333,3.33333333333333,7,7,2,7,7,7,38.5,3.33333333333333,5.33333333333333,7,7,2,37,Male,Upper middle,7,7,2,2,7,2
TZA275,Tanzania,79,Male,Lower middle,Self-employed,Christian: Other,Other,6,7,7,7,7,7,2,2,2,2,2,2,7,6,7,7,7,6,5,5,5,2,1,1,7,7,7,7,7,7,7,1,1,7,1,,1,7,7,7,4,,4.5,6.66666666666667,6.66666666666667,6.66666666666667,7,2,7,7,4,,6.66666666666667,6.66666666666667,6.66666666666667,7,2,79,Male,Lower middle,7,7,1,1,7,1
TZA276,Tanzania,21,Male,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,7,1,7,1,1,1,7,7,7,1,7,1,7,7,7,1,1,1,7,1,7,7,7,7,7,1,1,7,1,,7,1,7,,7,7,1,3,7,7,7,3,5,7,7,,7,3,7,7,3,21,Male,Lower middle,5,7,1,1,7,1
TZA277,Tanzania,52,Male,Middle,Self-employed,Muslim: Sunni,Married,7,7,7,7,6,7,7,6,7,7,6,7,7,6,7,5,7,6,7,6,5,7,6,2,7,7,6,4,6,7,5,5,1,6.5,7,,1,7,,6,5.5,6.5,6.5,6,6.66666666666667,7,6.66666666666667,6.66666666666667,6.66666666666667,5.5,5.5,,6.66666666666667,6,7,6.66666666666667,6.66666666666667,52,Male,Middle,6.66666666666667,5.5,5,1,6.5,7
TZA278,Tanzania,30,Male,Lower middle,Self-employed,Muslim: Shia,Married,5,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,7,6,4,3,3,2,7,2,7,7,7,7,7,1,1,7,1,35.5,7,1,7,7,5,4.5,4,7,7,6.33333333333333,7,1,5.33333333333333,7,5,35.5,7,7,6.33333333333333,7,1,30,Male,Lower middle,5.33333333333333,7,1,1,7,1
TZA279,Tanzania,22,Male,Lower middle,Self-employed,Christian: Other,Other,6,7,6,7,7,7,4,5,3,2,3,3,7,7,7,7,7,7,7,7,7,2,3,3,7,7,7,6,7,7,7,1,2,7,1,,1,7,6.5,6.5,,3,5,7,7,6.33333333333333,7,3.33333333333333,7,6.75,,,7,7,6.33333333333333,7,3.33333333333333,22,Male,Lower middle,7,6.75,1,2,7,1
TZA28,Tanzania,28,Female,Middle,Government,Christian: Pentecostal,Married,7,2,5,5,6,7,5,7,,7,5,6,6,2,7,5,6,6,5,7,6,5,6,,6,6,7,5,,6,7,6,4,6,7,,5,7,4,5.5,6.5,,5.5,5.66666666666667,5,4.66666666666667,6,,6.33333333333333,,6.5,,5,5.66666666666667,4.66666666666667,6,,28,Female,Middle,6.33333333333333,,6,4,6,7
TZA280,Tanzania,61,Male,Middle,Self-employed,Muslim: Sunni,Other,7,7,7,7,7,7,3,5,5,2,2,2,7,7,6,6,7,6,6,6,6,2,2,2,7,7,6,6,7,5,5,1,2,7,1,30,1,7,7,2,5,6,2,6.33333333333333,6.66666666666667,7,7,3.16666666666667,6.66666666666667,5.75,5,30,6.66666666666667,6.33333333333333,7,7,3.16666666666667,61,Male,Middle,6.66666666666667,5.75,1,2,7,1
TZA281,Tanzania,48,Male,Lower middle,Self-employed,Christian: Other,Married,7,7,7,7,7,7,1,1,7,1,1,1,7,7,7,7,7,7,6,7,6,2,1,2,7,7,7,7,7,5,5,3,2,5,2,38.5,7,7,7,7,5,2,3.5,7,7,7,7,2,7,6,5,38.5,7,7,7,7,2,48,Male,Lower middle,7,6,3,2,5,2
TZA282,Tanzania,42,Male,Middle,Self-employed,Muslim: Shia,Other,7,7,7,7,7,7,7,7,1,1,1,1,7,7,1,2,2,1,2,7,2,2,2,2,7,7,1,7,7,7,7,1,1,7,1,37,1,7,7,7,7,7,1,1.66666666666667,5,7,7,3,5,7,7,37,5,1.66666666666667,7,7,3,42,Male,Middle,5,7,1,1,7,1
TZA283,Tanzania,35,Male,Upper middle,Government,Muslim: Sunni,Married,5,7,7,7,7,7,4,5,3,2,5,3,6,7,7,5,5,3,6,7,4,2,2,2,3,7,6,7,7,7,5,1,1,6,1,33,1,4,7,6.5,6,4,4.5,4.33333333333333,6.66666666666667,6.33333333333333,7,3.66666666666667,5.33333333333333,6.5,6,33,6.66666666666667,4.33333333333333,6.33333333333333,7,3.66666666666667,35,Male,Upper middle,5.33333333333333,6.5,1,1,6,1
TZA284,Tanzania,49,Male,Middle,Self-employed,Muslim: Shia,Married,6,7,7,7,6,7,2,4,5,3,5,4,7,7,6,5,6,3,7,6,6,3,3,3,5,7,6,7,7,6,7,2,1,7,1,35.5,1,7,7,6.5,5,4.5,4.5,4.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,3.83333333333333,6,6.75,5,35.5,6.66666666666667,4.66666666666667,6.66666666666667,6.66666666666667,3.83333333333333,49,Male,Middle,6,6.75,2,1,7,1
TZA285,Tanzania,31,Male,Middle,Non-government,Muslim: Shia,Married,5,7,7,7,7,7,2,4,5,1,2,3,7,7,7,4,5,2,6,7,7,2,3,2,6,7,7,7,7,7,6,2,1,5.5,1,31.5,7,1,7,4,5,4,3.5,3.66666666666667,7,6.33333333333333,7,2.83333333333333,6.66666666666667,6.75,5,31.5,7,3.66666666666667,6.33333333333333,7,2.83333333333333,31,Male,Middle,6.66666666666667,6.75,2,1,5.5,1
TZA286,Tanzania,39,Male,Lower middle,Self-employed,Muslim: Shia,Married,7,7,7,7,7,7,1,1,7,1,1,2,7,6,7,6,3,3,6,6,3,4,2,2,7,2,6,7,6,7,3,1,1,7,1,36,1,7,7,7,6,4,4,4,6.66666666666667,7,7,2.16666666666667,5,5.75,6,36,6.66666666666667,4,7,7,2.16666666666667,39,Male,Lower middle,5,5.75,1,1,7,1
TZA287,Tanzania,28,Male,Lower middle,Self-employed,Muslim: Shia,Unmarried,7,7,5,5,7,7,1,1,1,,3,3,1,2,2,4,5,5,1,1,1,4,4,4,5,6,6,6,7,3,3,1,1,6,2,30,1,7,6,4.5,3,7,1.5,4.66666666666667,1.66666666666667,6.33333333333333,6.33333333333333,,5.66666666666667,4.75,3,30,1.66666666666667,4.66666666666667,6.33333333333333,6.33333333333333,,28,Male,Lower middle,5.66666666666667,4.75,1,1,6,2
TZA288,Tanzania,41,Male,Middle,Self-employed,Christian: Catholic,Married,6,7,7,7,7,7,3,3,4,2,3,2,6,7,6,3,5,6,7,6,5,4,4,1,6,7,6,5,6,7,3,2,1,6.5,1,,,7,,7,5,,,4.66666666666667,6.33333333333333,6.66666666666667,7,2.83333333333333,6.33333333333333,5.25,5,,6.33333333333333,4.66666666666667,6.66666666666667,7,2.83333333333333,41,Male,Middle,6.33333333333333,5.25,2,1,6.5,1
TZA289,Tanzania,50,Male,Middle,Self-employed,Christian: Catholic,Married,7,7,7,7,4,7,6,5,7,1,1,2,7,6,7,3,6,5,7,6,7,3,2,3,7,1,7,7,6,7,7,1,1,6,1,31.5,7,1,7,6.5,3.5,4,2.5,4.66666666666667,6.66666666666667,7,6,3.66666666666667,5,6.75,3.5,31.5,6.66666666666667,4.66666666666667,7,6,3.66666666666667,50,Male,Middle,5,6.75,1,1,6,1
TZA29,Tanzania,18,Male,Middle,Government,Christian: Catholic,Unmarried,6,7,5,5,6,6,7,3,6,5,6,7,6,6,7,5,5,7,5,7,7,5,3,,6,1,5,6,6,7,5,7,4,5.5,6,37,3,5,6.5,4.5,5.5,6,6.5,5.66666666666667,6.33333333333333,6,5.66666666666667,5.66666666666667,4,6,5.5,37,6.33333333333333,5.66666666666667,6,5.66666666666667,5.66666666666667,18,Male,Middle,4,6,7,4,5.5,6
TZA290,Tanzania,82,Male,Lower middle,Self-employed,Christian: Other,Unmarried,7,7,7,5,7,6,4,,6,5,7,,6,7,5,7,7,7,7,6,7,5,6,4,7,7,5,6,7,6,7,5,6.5,6.5,6,40.5,1,7,7,7,6,6,6.5,7,6,7,6,,6.33333333333333,6.5,6,40.5,6,7,7,6,,82,Male,Lower middle,6.33333333333333,6.5,5,6.5,6.5,6
TZA291,Tanzania,32,Male,Lower middle,Self-employed,Christian: Catholic,Married,6,7,7,7,3,7,3,7,5,2,2,3,,,,,,,,,,,,,7,2,7,6,5,5,5,2,1,6.5,1,30.5,1,7,7,4.5,4,6,1,,,6.66666666666667,5.66666666666667,3.66666666666667,5.33333333333333,5.25,4,30.5,,,6.66666666666667,5.66666666666667,3.66666666666667,32,Male,Lower middle,5.33333333333333,5.25,2,1,6.5,1
TZA292,Tanzania,48,Male,Lower middle,Non-government,Christian: Protestant,Married,7,7,7,6,6,6,3,3,4,2,3,2,6,7,7,7,7,7,6,6,6,2,2,2,7,5,6,7,7,7,5,1,1,6.5,1,35.5,7,1,7,2.5,7,7,4,7,6.66666666666667,7,6,2.83333333333333,6,6.5,7,35.5,6.66666666666667,7,7,6,2.83333333333333,48,Male,Lower middle,6,6.5,1,1,6.5,1
TZA293,Tanzania,49,Male,Lower middle,Government,Christian: Catholic,Other,7,7,7,6,6,6,2,2,2,2,2,2,7,7,1,2,2,1,2,7,2,2,2,2,7,6,7,7,6,6,6,1,1,7,1,33,1,7,7,2,7,7,2,1.66666666666667,5,7,6,2,6.66666666666667,6.25,7,33,5,1.66666666666667,7,6,2,49,Male,Lower middle,6.66666666666667,6.25,1,1,7,1
TZA294,Tanzania,43,Male,Lower middle,Self-employed,Christian: Pentecostal,Married,7,7,7,5,7,7,5,5,5,5,5,5,7,7,7,7,7,7,5,6,5,2,2,2,6,6,7,6,7,7,6,1,1,7,1,32.5,1,7,6.5,2.5,7,6.5,2,7,7,7,6.33333333333333,5,6.33333333333333,6.5,7,32.5,7,7,7,6.33333333333333,5,43,Male,Lower middle,6.33333333333333,6.5,1,1,7,1
TZA295,Tanzania,78,Male,Lower middle,Self-employed,Muslim: Shia,Married,7,7,7,6,6,6,6,6,6,6,6,6,7,6,7,7,6,5,6,7,5,2,2,2,7,7,7,5,6,7,3,2,2,7,1,31.5,1,7,7,5.5,5,4,2,6,6.66666666666667,7,6,6,7,5.25,5,31.5,6.66666666666667,6,7,6,6,78,Male,Lower middle,7,5.25,2,2,7,1
TZA296,Tanzania,33,Female,Lower middle,Self-employed,Christian: Other,Other,7,7,7,6,6,6,2,6,2,2,2,2,7,1,1,1,1,6,2,1,1,2,,4,7,7,6,6,6,6,6,3,2,7,2,33,6,3,6,2.5,5.5,4.5,5.5,2.66666666666667,3,7,6,2.66666666666667,6.66666666666667,6,5.5,33,3,2.66666666666667,7,6,2.66666666666667,33,Female,Lower middle,6.66666666666667,6,3,2,7,2
TZA297,Tanzania,34,Male,Lower middle,Non-government,Christian: Catholic,Other,7,7,7,7,7,7,3,3,3,2,2,2,7,7,7,7,7,7,6,5,5,2,2,2,7,7,6,7,6,7,5,1,1,7,1,33,1,7,7,2,7,7,2,7,7,7,7,2.5,6.66666666666667,6.25,7,33,7,7,7,7,2.5,34,Male,Lower middle,6.66666666666667,6.25,1,1,7,1
TZA298,Tanzania,30,Male,Lower middle,Self-employed,Muslim: Shia,Unmarried,7,7,7,6,6,6,3,3,3,2,2,2,7,1,2,6,6,6,7,1,1,5,5,4,7,6,6,6,6,6,5,1,1,6,1,32,2,7,6,3,4,6,4,6,3.33333333333333,7,6,2.5,6.33333333333333,5.75,4,32,3.33333333333333,6,7,6,2.5,30,Male,Lower middle,6.33333333333333,5.75,1,1,6,1
TZA299,Tanzania,19,Female,Lower middle,Self-employed,Christian: Pentecostal,Unmarried,7,7,7,7,7,7,5,5,7,3,2,5,7,7,7,7,7,7,5,5,6,2,3,2,7,7,7,7,7,7,1,7,4,7,3,20.5,1,7,2,7,1.5,1,1,7,7,7,7,4.5,7,5.5,1.5,20.5,7,7,7,7,4.5,19,Female,Lower middle,7,5.5,7,4,7,3
TZA3,Tanzania,38,Female,Lower middle,Self-employed,Christian: Catholic,Married,5,6,3,6,7,3,7,3,7,6,7,6,6,6,3,6,5,6,6,5,7,3,6,,6,1,5,6,7,5,6,5,6.5,6.5,5,38.5,5,7,4.5,6,5,5.5,5.5,5.66666666666667,5,4.66666666666667,5.33333333333333,6,4,6,5,38.5,5,5.66666666666667,4.66666666666667,5.33333333333333,6,38,Female,Lower middle,4,6,5,6.5,6.5,5
TZA30,Tanzania,20,Male,Middle,Self-employed,Christian: Catholic,Married,6,7,3,6,7,3,6,7,5,7,3,6,7,5,6,7,3,5,5,3,5,6,7,,7,3,3,6,7,5,7,6,4.5,6,7,39,5,7,6,4,4,6.5,6.5,5,6,5.33333333333333,5.33333333333333,5.66666666666667,4.33333333333333,6.25,4,39,6,5,5.33333333333333,5.33333333333333,5.66666666666667,20,Male,Middle,4.33333333333333,6.25,6,4.5,6,7
TZA300,Tanzania,48,Female,Middle,Self-employed,Christian: Catholic,Married,6,7,7,7,7,7,2,2,2,2,2,2,7,7,7,3,7,6,6,5,6,2,2,2,7,7,7,6,5,6,6,1,1,7,1,33,1,7,7,3,7,6,2,5.33333333333333,7,6.66666666666667,7,2,7,5.75,7,33,7,5.33333333333333,6.66666666666667,7,2,48,Female,Middle,7,5.75,1,1,7,1
TZA301,Tanzania,39,Male,Middle,Government,Christian: Protestant,Married,7,7,7,7,7,7,5,5,5,5,5,5,6,6,7,3,6,6,6,7,5,2,2,2,7,7,6,7,7,5,5,1,1,7,1,29.5,1,7,7,3,6,4,1.5,5,6.33333333333333,7,7,5,6.66666666666667,6,6,29.5,6.33333333333333,5,7,7,5,39,Male,Middle,6.66666666666667,6,1,1,7,1
TZA302,Tanzania,81,Male,Middle,Self-employed,Christian: Other,Other,7,7,6,7,7,7,7,7,6,6,6,6,7,7,7,5,5,5,6,6,6,2,6,1,7,7,6,7,7,3,5,1,1,7,1,35,1,7,7,6.5,6,3,4.5,5,7,6.66666666666667,7,6.33333333333333,6.66666666666667,5.5,6,35,7,5,6.66666666666667,7,6.33333333333333,81,Male,Middle,6.66666666666667,5.5,1,1,7,1
TZA303,Tanzania,62,Male,Middle,Self-employed,Muslim: Shia,Unmarried,7,7,7,6,6,6,3,3,3,3,3,5,6,5,6,6,7,6,3,3,6,2,3,1,7,7,7,6,6,6,7,2,2,7,1,34,7,1,7,4,7,5,3,6.33333333333333,5.66666666666667,7,6,3.33333333333333,7,6.25,7,34,5.66666666666667,6.33333333333333,7,6,3.33333333333333,62,Male,Middle,7,6.25,2,2,7,1
TZA304,Tanzania,40,Male,Middle,Self-employed,Christian: Other,Married,6,6,6,7,7,7,2,2,2,1,3,3,7,7,7,6,6,5,3,3,2,3,2,2,7,7,6,7,6,6,3,1,1,7,1,33.5,7,1,7,5,5,4.5,4,5.66666666666667,7,6,7,2.16666666666667,6.66666666666667,5.5,5,33.5,7,5.66666666666667,6,7,2.16666666666667,40,Male,Middle,6.66666666666667,5.5,1,1,7,1
TZA305,Tanzania,42,Female,Middle,Government,Christian: Other,Married,2,5,6,7,7,7,4,7,7,7,7,5,7,7,7,5,6,1,7,5,4,4,5,5,7,2,6,7,7,7,7,7,4,7,2,41.5,1,7,7,7,6.5,7,6,4,7,4.33333333333333,7,6.16666666666667,5,7,6.5,41.5,7,4,4.33333333333333,7,6.16666666666667,42,Female,Middle,5,7,7,4,7,2
TZA306,Tanzania,47,Male,Lower middle,Government,Christian: Other,Other,7,6,6,7,7,7,5,3,6,1,1,1,7,7,5,5,6,6,1,4,2,4,6,4,5,3,7,7,7,7,5,1,1,5,3,37,1,7,6.5,7,6,4,5.5,5.66666666666667,6.33333333333333,6.33333333333333,7,2.83333333333333,5,6.5,6,37,6.33333333333333,5.66666666666667,6.33333333333333,7,2.83333333333333,47,Male,Lower middle,5,6.5,1,1,5,3
TZA307,Tanzania,32,Female,Middle,Government,Christian: Other,Married,7,6,7,7,6,7,5,5,5,5,5,5,7,6,,,6,6,6,7,7,6,7,1,6,7,7,5,6,7,,6,,5.5,1,34.5,6,1,6,3.5,5.5,6,6.5,,,6.66666666666667,6.66666666666667,5,6.66666666666667,,5.5,34.5,,,6.66666666666667,6.66666666666667,5,32,Female,Middle,6.66666666666667,,6,,5.5,1
TZA308,Tanzania,39,Female,Upper middle,Government,Christian: Other,Married,7,7,7,7,7,7,3,3,1,6,1,2,2,1,1,5,7,7,6,2,2,4,4,4,6,2,7,5,5,3,,1,1,6.5,1,28.5,1,1,7,5,5,6.5,3,6.33333333333333,1.33333333333333,7,7,2.66666666666667,5,,5,28.5,1.33333333333333,6.33333333333333,7,7,2.66666666666667,39,Female,Upper middle,5,,1,1,6.5,1
TZA309,Tanzania,64,Female,Middle,Self-employed,Muslim: Shia,Married,7,7,7,6,6,6,2,2,2,3,3,3,7,7,7,7,7,7,6,6,7,4,2,4,7,7,6,7,7,5,5,3,2,5,2,37,7,1,7,6,5,5.5,5.5,7,7,7,6,2.5,6.66666666666667,6,5,37,7,7,7,6,2.5,64,Female,Middle,6.66666666666667,6,3,2,5,2
